,characterID,combatShipsLost,exploShipsLost,miningShipsLost,otherShipsLost,secStatus,shipsDestroyed,soloRatio
342,90211685.0,43.0,1.0,4.0,0.0,3.5820059258023,0.0,0.0
343,90212679.0,134.0,1.0,0.0,0.0,3.1245713245405,0.0,4.0
344,90212809.0,101.0,1.0,3.0,3.0,5.0003808663252,0.0,0.0
345,90214093.0,14.0,0.0,0.0,0.0,3.1879935437077,0.0,6.0
346,90214243.0,463.0,1.0,1.0,14.0,-9.4610017304347,0.0,2.0
347,90214729.0,101.0,1.0,8.0,0.0,5.0022390541584,0.0,5.0
348,90214861.0,121.0,0.0,0.0,0.0,2.9571446661447,0.0,5.0
349,90216176.0,0.0,0.0,1.0,0.0,-1.192284357662,0.0,100.0
350,90216344.0,36.0,1.0,0.0,0.0,3.9445965065472,0.0,1.0
351,90216786.0,88.0,0.0,4.0,0.0,5.0048202047482,0.0,0.0
352,90217711.0,4.0,0.0,1.0,0.0,1.1778387131451,0.0,75.0
353,90218543.0,281.0,1.0,0.0,1.0,-0.26369313694692,0.0,0.0
354,90219685.0,909.0,0.0,2.0,28.0,-0.44064528105916,0.0,10.0
355,90219838.0,20.0,0.0,0.0,0.0,-0.95193271877222,0.0,5.0
356,90220288.0,64.0,0.0,0.0,0.0,0.18875857369818,0.0,2.0
357,90221022.0,45.0,0.0,8.0,21.0,5.0020098289588,0.0,5.0
358,90221220.0,35.0,20.0,6.0,13.0,0.27347788990735,0.0,4.0
359,90221303.0,241.0,11.0,0.0,3.0,5.0065777436802,0.0,0.0
360,90221655.0,12.0,0.0,2.0,1.0,4.7581222657853,0.0,37.0
361,90222257.0,448.0,5.0,0.0,9.0,4.8461463014476,0.0,22.0
362,90224584.0,318.0,2.0,1.0,13.0,-8.4001279638427,0.0,0.0
363,90224627.0,1.0,1.0,0.0,0.0,0.86521293817445,0.0,5.0
364,90224776.0,26.0,1.0,3.0,2.0,5.0043402399408,0.0,3.0
365,90224809.0,174.0,2.0,0.0,4.0,4.1795791664805,0.0,22.0
366,90224925.0,64.0,3.0,0.0,0.0,5.0033182714985,0.0,2.0
367,90225228.0,38.0,2.0,0.0,1.0,5.0200994456561,0.0,0.0
368,90226729.0,276.0,3.0,2.0,5.0,-1.3710993549335,0.0,4.0
369,90227592.0,10.0,0.0,0.0,0.0,1.3419218000757,0.0,4.0
370,90228364.0,701.0,0.0,196.0,70.0,-0.70503835025549,0.0,5.0
371,90229226.0,96.0,2.0,0.0,1.0,-9.05980932559,0.0,2.0
372,90230332.0,13.0,0.0,0.0,3.0,0.5951253544422,0.0,22.0
373,90230509.0,148.0,0.0,1.0,0.0,-9.9313774999726,0.0,29.0
374,90231258.0,240.0,0.0,1.0,1.0,-5.9318397621194,0.0,6.0
375,90231682.0,65.0,0.0,0.0,0.0,5.0039952384646,0.0,23.0
376,90232394.0,86.0,1.0,0.0,0.0,4.8659000111884,0.0,4.0
377,90232669.0,32.0,1.0,9.0,0.0,5.0006264914703,0.0,6.0
378,90233350.0,38.0,0.0,0.0,0.0,5.0066565826821,0.0,4.0
379,90233541.0,5.0,0.0,0.0,0.0,0.61033640610409,0.0,16.0
380,90233904.0,19.0,0.0,0.0,8.0,1.7314217151617,0.0,7.0
381,90234382.0,228.0,0.0,2.0,16.0,-0.34295445956349,0.0,0.0
382,90234584.0,36.0,0.0,0.0,0.0,5.0043125251073,0.0,5.0
383,90236497.0,13.0,0.0,2.0,0.0,5.0081521705905,0.0,12.0
384,90236828.0,232.0,0.0,2.0,1.0,-2.4852159359072,0.0,5.0
385,90237105.0,28.0,1.0,0.0,7.0,4.0419859198844,0.0,5.0
386,90237527.0,57.0,0.0,1.0,4.0,0.61677259752012,0.0,2.0
387,90237618.0,13.0,1.0,0.0,0.0,-2.1103002781449,0.0,51.0
388,90238191.0,229.0,0.0,0.0,3.0,1.1435008471835,0.0,1.0
389,90239585.0,134.0,7.0,0.0,2.0,5.0007218092768,0.0,1.0
390,90239593.0,48.0,0.0,5.0,0.0,2.1912605668137,0.0,4.0
391,90240254.0,4.0,0.0,0.0,0.0,0.56120452517379,0.0,13.0
392,90240468.0,37.0,0.0,0.0,0.0,5.0005845978052,0.0,25.0
393,90242626.0,410.0,0.0,2.0,0.0,5.0020124213393,0.0,3.0
394,90243503.0,22.0,0.0,0.0,2.0,5.003011239813,0.0,5.0
395,90245817.0,184.0,1.0,0.0,17.0,5.0652192183486,0.0,0.0
396,90246937.0,7.0,0.0,0.0,0.0,-0.61954805230839,0.0,11.0
397,90248052.0,316.0,2.0,4.0,1.0,5.0034720338513,0.0,5.0
398,90248895.0,18.0,0.0,0.0,1.0,5.0145555745701,0.0,9.0
399,90248952.0,9.0,0.0,0.0,0.0,-1.142270549687,0.0,5.0
400,90251026.0,217.0,2.0,0.0,1.0,5.0067090534174,0.0,1.0
401,90251806.0,133.0,0.0,4.0,10.0,-1.9437139318327,0.0,10.0
402,90253251.0,13.0,0.0,1.0,2.0,5.0017200161936,0.0,100.0
403,90253414.0,30.0,0.0,0.0,0.0,2.0951405133747,0.0,26.0
404,90255909.0,266.0,7.0,4.0,2.0,5.0007876311856,0.0,8.0
405,90256207.0,20.0,0.0,7.0,2.0,5.0083387955225,0.0,10.0
406,90256830.0,2.0,0.0,1.0,0.0,5.0438829768579,0.0,100.0
407,90258833.0,16.0,0.0,0.0,0.0,5.0003294600553,0.0,6.0
408,90259542.0,7.0,0.0,0.0,0.0,5.000379957111,0.0,33.0
409,90259753.0,75.0,1.0,0.0,0.0,-3.5563638720093,0.0,2.0
410,90260622.0,46.0,0.0,0.0,1.0,0.32363888629351,0.0,6.0
411,90261251.0,12.0,0.0,0.0,0.0,0.02334388650877,0.0,16.0
412,90262222.0,91.0,4.0,0.0,1.0,2.8835411770236,0.0,1.0
413,90263651.0,65.0,2.0,2.0,14.0,0.66706004628223,0.0,2.0
414,90264453.0,357.0,6.0,4.0,7.0,2.2305180991629,0.0,7.0
415,90265076.0,105.0,0.0,0.0,1.0,-0.80084465856288,0.0,1.0
416,90265329.0,174.0,0.0,3.0,0.0,5.0129221823819,0.0,1.0
417,90266283.0,51.0,2.0,1.0,4.0,3.6906979392083,0.0,3.0
418,90267232.0,15.0,0.0,0.0,0.0,5.0041899228722,0.0,6.0
419,90267480.0,138.0,18.0,0.0,9.0,1.2704995597916,0.0,8.0
420,90271184.0,376.0,1.0,0.0,6.0,3.7927400732242,0.0,5.0
421,90272152.0,30.0,0.0,0.0,0.0,4.8361978538732,0.0,2.0
422,90272489.0,196.0,0.0,6.0,5.0,-0.13888773212297,0.0,0.0
423,90272529.0,215.0,1.0,1.0,4.0,-1.432226623292,0.0,1.0
424,90272751.0,7.0,0.0,0.0,0.0,5.0061840997311,0.0,5.0
425,90273936.0,33.0,9.0,0.0,2.0,-1.8464285879089,0.0,8.0
426,90274533.0,43.0,48.0,6.0,0.0,2.008901262547,0.0,32.0
427,90274967.0,56.0,0.0,0.0,2.0,2.438159129711,0.0,0.0
428,90275376.0,209.0,0.0,0.0,2.0,3.7178809065176,0.0,0.0
429,90275778.0,277.0,1.0,0.0,3.0,-3.0429425056483,0.0,9.0
430,90276968.0,26.0,0.0,0.0,0.0,5.0102303011483,0.0,5.0
431,90277086.0,133.0,3.0,4.0,0.0,-1.0500777431818,0.0,3.0
432,90277183.0,138.0,0.0,0.0,0.0,-9.8634328393876,0.0,13.0
433,90277223.0,8.0,2.0,1.0,3.0,0.65520923175403,0.0,2.0
434,90278165.0,5.0,0.0,0.0,0.0,5.0041600703414,0.0,33.0
435,90278678.0,119.0,0.0,0.0,0.0,-2.7257859120884,0.0,9.0
436,90279426.0,11.0,1.0,0.0,0.0,1.8924204423568,0.0,5.0
437,90279507.0,22.0,0.0,4.0,1.0,0.2685922183181,0.0,28.0
438,90279880.0,213.0,0.0,0.0,0.0,-9.9999807862254,0.0,4.0
439,90280617.0,14.0,0.0,0.0,0.0,-1.397494112853,0.0,6.0
440,90280695.0,154.0,18.0,12.0,1.0,5.0066177153291,0.0,2.0
441,90281319.0,95.0,0.0,0.0,2.0,5.0059045951104,0.0,0.0
442,90281563.0,7.0,0.0,0.0,1.0,5.0011866035222,0.0,0.0
443,90282315.0,469.0,6.0,0.0,18.0,-7.5759219086083,0.0,4.0
444,90282336.0,35.0,0.0,1.0,2.0,5.0032162120402,0.0,1.0
445,90282383.0,11.0,0.0,3.0,1.0,5.0044017697259,0.0,1.0
446,90284044.0,49.0,0.0,0.0,0.0,1.7966004394043,0.0,24.0
447,90284616.0,121.0,4.0,0.0,2.0,5.0028923323659,0.0,0.0
448,90284756.0,29.0,0.0,3.0,1.0,-0.93824697967958,0.0,2.0
449,90285531.0,76.0,2.0,7.0,0.0,4.3122015152629,0.0,26.0
450,90286690.0,81.0,1.0,2.0,0.0,5.0024584065009,0.0,7.0
451,90287209.0,75.0,0.0,1.0,0.0,5.0042990521502,0.0,1.0
452,90287234.0,156.0,1.0,0.0,0.0,-1.1814006468263,0.0,0.0
453,90288778.0,119.0,2.0,0.0,0.0,5.0046543360424,0.0,3.0
454,90289183.0,70.0,0.0,0.0,0.0,5.0462415010033,0.0,3.0
455,90290183.0,188.0,10.0,3.0,0.0,-0.70532495968569,0.0,4.0
